price,home_type,bedrooms,bathrooms,square_feet,built,county,zipcode,high_school
675000,Single Family - Craftsman,5,3.0,2790,2009,Multnomah,97203,Roosevelt
675000,Single Family - Craftsman,3,3.0,2476,2000,Multnomah,97219,Wilson
675000,Single Family - Traditional,4,3.0,3149,2015,Washington,97229,Westview
675000,Single Family - Craftsman,4,4.0,3187,1925,Multnomah,97203,Roosevelt
675000,Single Family - Craftsman,5,3.0,3216,1914,Multnomah,97217,Jefferson
675000,Single Family - Bungalow,4,4.0,3153,2020,Multnomah,97203,Roosevelt
675000,Single Family - Craftsman,4,3.0,2505,2016,Washington,97229,Westview
675000,Single Family - Lodge,4,3.0,2662,1973,Multnomah,97221,Wilson
675000,Single Family - NW Contemporary,4,3.0,2796,1978,Multnomah,97229,Lincoln
675000,Single Family - 2 Story,4,3.0,2400,2017,Multnomah,97219,Wilson
679000,Floating Home - 2 Story,2,2.0,2149,2019,Multnomah,97231,Scappoose
679000,Single Family - Bungalow,3,3.0,2397,1923,Multnomah,97213,Grant
679900,Single Family - Traditional,4,4.0,2171,2020,Multnomah,97206,Cleveland
679900,Single Family - Traditional,2,2.0,2081,1997,Washington,97229,Westview
679900,Single Family - Traditional,3,3.0,2304,2017,Multnomah,97215,Franklin
685000,Condo - Contemporary,1,2.0,1266,1998,Multnomah,97209,Lincoln
685000,Single Family - Bungalow,5,2.0,3160,1932,Multnomah,97202,Cleveland
685000,Single Family - Cottage,4,3.0,2982,1929,Multnomah,97217,Jefferson
685900,Single Family - 2 Story,5,3.0,2718,2020,Washington,97229,Sunset
685900,Single Family - Traditional,3,3.0,2306,1993,Multnomah,97229,Lincoln
689000,Condo - Contemporary,2,3.0,1833,2006,Multnomah,97201,Lincoln
689000,Single Family - Daylight Ranch,3,4.0,3295,1976,Washington,97229,Beaverton
689500,Single Family - Traditional,4,2.0,2526,1938,Multnomah,97202,Cleveland
689950,Single Family - Contemporary,3,3.0,2024,1979,Multnomah,97201,Lincoln
689995,Single Family - Ranch,3,2.0,2199,1993,Multnomah,97229,Lincoln
690000,Single Family - Other,4,3.0,2329,2004,Multnomah,97231,Lincoln
694900,Single Family - 1 Story,2,2.0,1944,1979,Multnomah,97239,Wilson
694995,Single Family - Traditional,4,3.0,2237,2020,Washington,97229,Sunset
695000,Condo - Contemporary,3,3.0,2508,1980,Multnomah,97201,Lincoln
695000,Single Family - 2 Story,3,1.0,2784,1937,Multnomah,97210,Lincoln
695000,Single Family - 1 Story,3,1.0,1334,1921,Multnomah,97219,Wilson
695000,Single Family - Traditional,3,3.0,2355,1992,Washington,97229,Sunset
695000,Single Family - Cottage,4,2.0,1445,1953,Multnomah,97202,Cleveland
695900,Single Family - Contemporary,3,3.0,3386,1974,Multnomah,97219,Wilson
697500,Condo - Traditional,2,2.0,1500,1910,Multnomah,97209,Lincoln
697500,Single Family - Traditional,4,3.0,2646,1999,Multnomah,97219,Wilson
698900,Single Family - Lodge,2,2.0,2427,1986,Multnomah,97219,Wilson
699000,Condo - Contemporary,2,3.0,1562,2007,Multnomah,97239,Wilson
699000,Single Family - Bungalow,6,2.0,2650,1934,Multnomah,97218,Madison
699000,Single Family - Traditional,6,3.0,2768,1952,Multnomah,97202,Cleveland
699000,Single Family - Traditional,3,3.0,2465,2013,Multnomah,97217,Jefferson
699000,Single Family - Craftsman,3,4.0,3354,1928,Multnomah,97210,Lincoln
699000,Single Family - Contemporary,4,3.0,3661,1975,Washington,97229,Liberty
699000,Single Family - Traditional,4,3.0,3488,1988,Multnomah,97219,Wilson
699000,Single Family - Contemporary,4,3.0,2510,1964,Multnomah,97221,Wilson
699000,Single Family - Split,3,3.0,1950,1968,Washington,97229,Sunset
699100,Single Family - NW Contemporary,5,4.0,2504,2017,Multnomah,97218,Madison
699899,Single Family - Craftsman,5,2.0,3508,1926,Multnomah,97212,Grant
699900,Condo - Contemporary,4,4.0,2352,2019,Multnomah,97232,Grant
699900,Condo - Contemporary,4,4.0,2352,2019,Multnomah,97232,Jefferson
699900,Condo - Contemporary,4,4.0,2352,2019,Multnomah,97232,Jefferson
699900,Condo - Contemporary,4,4.0,2352,2019,Multnomah,97232,Grant
699900,Condo - Traditional,2,2.0,1377,2006,Multnomah,97210,Lincoln
699900,Condo - Contemporary,1,2.0,1248,2006,Multnomah,97239,Wilson
699900,Single Family - Contemporary,4,4.0,2165,2019,Multnomah,97217,Grant
699900,Single Family - Traditional,4,3.0,2996,1990,Washington,97229,Sunset
699900,Single Family - Traditional,3,2.0,2241,1951,Multnomah,97202,Cleveland
699900,Single Family - Traditional,5,4.0,3916,1993,Multnomah,97229,Lincoln
699900,Single Family - Craftsman,4,3.0,3185,1907,Multnomah,97217,Jefferson
699900,Single Family - Ranch,3,2.0,2400,2020,Washington,97223,Southridge
699900,Single Family - Contemporary,4,3.0,2464,2020,Multnomah,97206,Franklin
699900,Single Family - Contemporary,5,4.0,3098,1949,Multnomah,97233,David Douglas
699900,Single Family - 2 Story,4,3.0,2673,2020,Multnomah,97203,Roosevelt
699900,Single Family - 2 Story,4,3.0,2053,2020,Multnomah,97202,Cleveland
699900,Single Family - 2 Story,4,3.0,2673,2020,Multnomah,97203,Roosevelt
699900,Single Family - 2 Story,5,3.0,2781,2020,Washington,97223,Southridge
699900,Single Family - Traditional,5,4.0,4329,1997,Washington,97229,Lincoln
699900,Single Family - 2 Story,4,3.0,2673,2020,Multnomah,97203,Roosevelt
699950,Condo - NW Contemporary,2,2.0,1214,2009,Multnomah,97217,Grant
699999,Condo - Contemporary,2,2.0,1277,2007,Multnomah,97239,Wilson
699999,Condo - Contemporary,3,4.0,2184,2019,Multnomah,97213,Franklin
699999,Single Family - Custom Style,5,3.0,3462,1938,Multnomah,97220,Parkrose
700000,Condo - Loft,1,2.0,1401,2005,Multnomah,97209,Lincoln
700000,Condo - Contemporary,2,2.0,1319,1973,Multnomah,97201,Lincoln
700000,Condo - Contemporary,4,4.0,2462,2019,Multnomah,97217,Jefferson
700000,Condo - Contemporary,4,4.0,2462,2019,Multnomah,97217,Jefferson
700000,Single Family - Mid-Century Modern,3,3.0,3316,1959,Multnomah,97211,Madison
700000,Single Family - Bungalow,4,3.0,2531,1927,Multnomah,97202,Cleveland
700000,Single Family - Bungalow,3,3.0,2661,2013,Multnomah,97213,Madison
700000,Single Family - 2 Story,4,1.0,1526,1938,Multnomah,97230,Reynolds
700000,Single Family - Craftsman,5,4.0,2895,2017,Multnomah,97217,Jefferson
709900,Condo - 2 Story,1,2.0,1688,1923,Multnomah,97209,Lincoln
709900,Single Family - Farmhouse,3,3.0,2403,2020,Multnomah,97206,Franklin
709990,Single Family - Craftsman,5,3.0,3385,2020,Washington,97229,Westview
716625,Single Family - Traditional,4,3.0,3128,2016,Washington,97229,Westview
719000,Condo - Contemporary,4,3.0,2881,1992,Multnomah,97210,Lincoln
719000,Single Family - Tudor,4,3.0,3320,1938,Multnomah,97211,Madison
719900,Single Family - Contemporary,5,3.0,2862,2003,Washington,97229,Sunset
719900,Single Family - 2 Story,4,4.0,2600,2016,Multnomah,97217,Roosevelt
724900,Condo - Contemporary,2,2.0,1714,2007,Multnomah,97209,Lincoln
724900,Condo - Contemporary,3,4.0,1800,2020,Multnomah,97202,Cleveland
724900,Single Family - Custom Style,5,5.0,4781,2006,Multnomah,97266,David Douglas
724999,Single Family - Traditional,2,2.0,2117,1904,Multnomah,97212,Jefferson
725000,Condo - Farmhouse,3,3.0,2021,2020,Multnomah,97218,Madison
725000,Condo - Common Wall,2,2.0,1326,2008,Multnomah,97209,Lincoln
725000,Condo - Contemporary,3,3.0,2493,2017,Multnomah,97217,Roosevelt
725000,Condo - Contemporary,2,2.0,1319,1973,Multnomah,97201,Lincoln
725000,Single Family - Bungalow,3,3.0,2730,1952,Multnomah,97239,Wilson
725000,Single Family - Traditional,6,3.0,3250,1994,Washington,97229,Westview
725000,Single Family - 2 Story,4,2.0,3063,1907,Multnomah,97213,Madison
725000,Single Family - Craftsman,5,4.0,2432,2016,Multnomah,97217,Jefferson
727000,Single Family - Ranch,4,5.0,3676,1940,Washington,97223,Tigard
729000,Condo - Contemporary,2,2.0,1827,2006,Multnomah,97239,Wilson
729000,Condo - Contemporary,2,3.0,1887,2017,Multnomah,97212,Jefferson
729000,Single Family - 2 Story,5,2.0,4848,1930,Multnomah,97266,David Douglas
729000,Single Family - Farmhouse,4,3.0,2701,1903,Multnomah,97215,Franklin
729000,Single Family - Traditional,5,3.0,2957,1999,Washington,97229,Sunset
729689,Single Family - Farmhouse,4,3.0,2715,2020,Washington,97229,Sunset
729900,Condo - Contemporary,3,4.0,1800,2020,Multnomah,97202,Cleveland
729950,Single Family - NW Contemporary,5,3.0,2816,2020,Washington,97229,Sunset
729950,Single Family - Daylight Ranch,4,3.0,2500,1953,Washington,97225,Southridge
734900,Condo - Contemporary,3,3.0,1800,2020,Multnomah,97202,Cleveland
735000,Single Family - Ranch,5,4.0,3304,1960,Washington,97225,Beaverton
735000,Single Family - FourSquare,5,3.0,2370,1910,Multnomah,97202,Franklin
735900,Single Family - Traditional,5,4.0,4310,2005,Washington,97223,Southridge
736990,Single Family - English,5,3.0,2914,2019,Washington,97229,Westview
737500,Single Family - Craftsman,5,4.0,2335,2020,Multnomah,97215,Franklin
739000,Condo - Contemporary,3,2.0,1653,1965,Multnomah,97201,Lincoln
739000,Condo - Contemporary,3,4.0,2142,2019,Multnomah,97213,Franklin
739500,Single Family - English,3,3.0,2921,1926,Multnomah,97202,Cleveland
739900,Condo - Contemporary,3,3.0,1800,2020,Multnomah,97202,Cleveland
739900,Single Family - FourSquare,6,5.0,3165,1999,Multnomah,97217,Jefferson
739900,Single Family - Contemporary,4,4.0,2268,2018,Multnomah,97211,Jefferson
740000,Single Family - Ranch,3,1.0,968,1970,Multnomah,97219,Wilson
744350,Single Family - 2 Story,5,3.0,3000,2020,Washington,97224,Tualatin
744900,Condo - Contemporary,3,3.0,2010,2020,Multnomah,97219,Wilson
747995,Single Family - Traditional,4,4.0,2600,2020,Washington,97229,Sunset
749000,Condo - Contemporary,4,4.0,2442,2020,Multnomah,97211,Jefferson
749000,Single Family - Ranch,4,2.0,3726,1949,Multnomah,97219,Wilson
749000,Single Family - Bungalow,4,2.0,2041,1926,Multnomah,97212,Grant
749647,Single Family - Bungalow,4,2.0,2956,1956,Multnomah,97215,Franklin
749900,Condo - Contemporary,4,3.0,1996,2020,Multnomah,97219,Wilson
749900,Condo - Contemporary,4,3.0,2713,2020,Multnomah,97218,Madison
749900,Condo - Traditional,3,2.0,1651,1965,Multnomah,97201,Lincoln
749900,Single Family - Traditional,4,3.0,2925,2020,Washington,97225,Lincoln
749900,Single Family - Contemporary,5,3.0,2668,2020,Multnomah,97206,Franklin
749900,Single Family - Ranch,3,3.0,2386,1973,Multnomah,97202,Cleveland
749900,Single Family - FourSquare,4,4.0,2678,2011,Multnomah,97202,Cleveland
749900,Single Family - NW Contemporary,5,3.0,3279,2020,Washington,97229,Sunset
749900,Single Family - Farmhouse,6,3.0,2940,1945,Multnomah,97206,Franklin
749900,Single Family - Contemporary,4,4.0,2777,2018,Multnomah,97211,Jefferson
749950,Condo - Contemporary,2,2.0,1281,2009,Multnomah,97217,Grant
749950,Single Family - Craftsman,4,4.0,3304,2008,Multnomah,97219,Wilson
749950,Single Family - Traditional,5,3.0,2721,2020,Washington,97229,Westview
749983,Single Family - Traditional,4,4.0,2684,2020,Washington,97229,Sunset
750000,Condo - Contemporary,2,2.0,1353,2000,Multnomah,97209,Lincoln
750000,Condo - Craftsman,4,3.0,2777,2008,Multnomah,97229,Lincoln
750000,Condo - Loft,1,2.0,1524,1925,Multnomah,97209,Lincoln
750000,Condo - Custom Style,2,2.0,1664,2018,Multnomah,97212,Grant
750000,Single Family - FourSquare,3,4.0,3468,1935,Multnomah,97236,Centennial
750000,Single Family - Capecod,3,2.0,2340,1931,Multnomah,97201,Lincoln
750000,Single Family - Daylight Ranch,3,3.0,2752,1947,Washington,97225,Beaverton
750000,Single Family - 2 Story,8,3.0,3220,1954,Multnomah,97220,David Douglas
750000,Single Family - Craftsman,5,4.0,4140,2019,Multnomah,97236,Centennial
750000,Single Family - Bungalow,7,5.0,3720,2009,Multnomah,97206,Cleveland
750000,Single Family - Daylight Ranch,3,4.0,3004,1953,Multnomah,97220,Madison
750000,Single Family - FourSquare,4,2.0,2860,1915,Multnomah,97202,Cleveland
750000,Single Family - Farmhouse,3,3.0,3295,1897,Multnomah,97221,Lincoln
750000,Single Family - Bungalow,3,3.0,2989,1913,Multnomah,97215,Franklin
750000,Single Family - Craftsman,4,3.0,3053,2020,Washington,97223,Southridge
754900,Condo - Contemporary,3,4.0,1800,2020,Multnomah,97202,Cleveland
755000,Single Family - Traditional,4,3.0,3398,2005,Washington,97229,Sunset
757995,Single Family - Traditional,5,3.0,3357,2020,Washington,97229,Sunset
758965,Single Family - Traditional,4,3.0,3020,2020,Washington,97229,Sunset
758995,Single Family - Colonial,4,4.0,2600,2020,Washington,97229,Sunset
759000,Single Family - Custom Style,5,3.0,4285,1958,Multnomah,97217,Jefferson
759900,Condo - Contemporary,3,3.0,1800,2020,Multnomah,97202,Cleveland
759900,Single Family - Craftsman,4,3.0,3552,1950,Multnomah,97239,Wilson
759900,Single Family - Bungalow,3,2.0,3012,1923,Multnomah,97212,Grant
764000,Single Family - 2 Story,4,3.0,3408,2020,Washington,97224,Tualatin
765000,Condo - Contemporary,3,3.0,1966,2006,Multnomah,97201,Lincoln
765000,Single Family - 2 Story,4,3.0,2614,2020,Washington,97223,Southridge
767500,Single Family - Traditional,4,3.0,3911,1989,Washington,97223,Southridge
769000,Single Family - 2 Story,4,3.0,2573,1994,Washington,97229,Sunset
769600,Single Family - Traditional,4,3.0,2900,1989,Multnomah,97229,Sunset
769900,Single Family - Tudor,5,3.0,2871,1938,Multnomah,97232,Grant
770000,Condo - Contemporary,2,2.0,1324,2008,Multnomah,97209,Lincoln
774900,Single Family - Daylight Ranch,3,2.0,3124,1953,Washington,97225,Beaverton
774950,Single Family - Contemporary,3,4.0,2167,2020,Multnomah,97211,Grant
775000,Single Family - 2 Story,5,3.0,2751,2017,Multnomah,97211,Jefferson
775000,Single Family - Capecod,3,3.0,2200,1990,Multnomah,97229,Lincoln
775000,Single Family - Traditional,4,5.0,3869,1997,Multnomah,97266,Franklin
775000,Single Family - FourSquare,4,2.0,2943,1909,Multnomah,97215,Franklin
775000,Single Family - Bungalow,4,3.0,2751,1927,Multnomah,97202,Cleveland
775757,Single Family - Farmhouse,4,4.0,2677,1946,Multnomah,97219,Wilson
779000,Single Family - Traditional,4,4.0,3415,1997,Washington,97229,Sunset
779000,Single Family - Traditional,3,3.0,2895,2012,Multnomah,97211,Madison
779900,Single Family - FourSquare,4,4.0,2709,2019,Multnomah,97219,Wilson
779900,Single Family - Farmhouse,4,3.0,2621,2019,Multnomah,97035,Wilson
779950,Single Family - Traditional,5,3.0,2951,2019,Washington,97229,Sunset
779999,Single Family - Contemporary,5,3.0,3142,2017,Washington,97229,Sunset
780000,Condo - Traditional,2,2.0,1375,2001,Multnomah,97209,Lincoln
780000,Single Family - Farmhouse,3,2.0,2909,1860,Multnomah,97215,Franklin
787000,Single Family - 2 Story,5,4.0,3529,2019,Washington,97223,Tigard
789000,Single Family - Craftsman,5,3.0,3705,2016,Washington,97229,Sunset
789000,Single Family - 2 Story,4,3.0,2679,2020,Washington,97223,Southridge
789000,Single Family - Colonial,4,2.0,2942,1928,Multnomah,97239,Wilson
789900,Condo - Contemporary,2,2.0,1525,2006,Multnomah,97239,Wilson
789900,Condo - Contemporary,4,3.0,2267,2020,Multnomah,97211,Jefferson
789900,Single Family - Traditional,3,2.0,2441,1930,Washington,97225,Beaverton
789900,Single Family - Traditional,4,3.0,2856,2017,Washington,97229,Sunset
789900,Single Family - Contemporary,4,3.0,2267,2020,Multnomah,97211,Jefferson
789950,Single Family - Traditional,4,3.0,3019,2020,Washington,97229,Westview
790000,Single Family - Contemporary,4,3.0,3222,1998,Multnomah,97229,Lincoln
794950,Single Family - Traditional,4,3.0,3027,2020,Washington,97229,Sunset
795000,Single Family - Bungalow,4,2.0,4756,1919,Multnomah,97212,Grant
795000,Single Family - Mid-Century Modern,4,3.0,2644,1958,Multnomah,97239,Wilson
797000,Single Family - Daylight Ranch,2,2.0,1760,1975,Washington,97229,Sunset
797000,Single Family - Capecod,5,3.0,3732,1966,Washington,97223,Beaverton
797495,Single Family - Traditional,5,4.0,2821,2020,Washington,97229,Sunset
797875,Single Family - Contemporary,4,3.0,2615,2020,Washington,97229,Sunset
797950,Single Family - 2 Story,4,4.0,2957,2019,Washington,97229,Sunset
798000,Condo - 2 Story,3,3.0,2750,1980,Multnomah,97210,Lincoln
798500,Single Family - 2 Story,5,4.0,3478,1949,Multnomah,97202,Cleveland
798950,Single Family - Farmhouse,4,4.0,2995,2020,Washington,97229,Sunset
799000,Condo - Contemporary,4,4.0,2771,2016,Multnomah,97217,Jefferson
799000,Condo - Contemporary,2,2.0,1319,1973,Multnomah,97201,Lincoln
799000,Condo - Townhouse,2,3.0,1635,2009,Multnomah,97210,Lincoln
799000,Floating Home - Contemporary,3,3.0,2676,2020,Multnomah,97230,Reynolds
799000,Single Family - Traditional,2,3.0,2147,1966,Multnomah,97210,Lincoln
799000,Single Family - Bungalow,4,2.0,4800,1909,Multnomah,97211,Jefferson
799000,Single Family - Traditional,4,2.0,2792,1940,Multnomah,97202,Cleveland
799000,Single Family - Traditional,5,4.0,4682,1913,Multnomah,97232,Grant
799000,Single Family - FourSquare,3,3.0,2815,1905,Multnomah,97232,Grant
799000,Single Family - Contemporary,4,3.0,2858,2015,Multnomah,97202,Cleveland
799000,Single Family - Bungalow,4,3.0,2750,1922,Multnomah,97202,Cleveland
799000,Single Family - Traditional,6,5.0,4792,1994,Multnomah,97219,Wilson
799000,Single Family - Daylight Ranch,3,2.0,2400,1955,Multnomah,97214,Franklin
799000,Single Family - Bungalow,5,4.0,3244,1910,Multnomah,97211,Jefferson
799000,Single Family - Capecod,4,3.0,3630,1955,Multnomah,97219,Wilson
799900,Single Family - Daylight Ranch,4,4.0,4111,1997,Washington,97229,Lincoln
799900,Single Family - FourSquare,4,3.0,3224,2019,Multnomah,97211,Jefferson
799900,Single Family - Dutch Colonial,4,3.0,3567,1990,Multnomah,97231,Lincoln
799900,Single Family - Contemporary,3,3.0,2201,1981,Multnomah,97210,Lincoln
799900,Single Family - Colonial,3,2.0,2448,1926,Multnomah,97212,Grant
799900,Single Family - Traditional,4,4.0,4580,1992,Multnomah,97220,Madison
799900,Single Family - Craftsman,6,3.0,3295,1912,Multnomah,97214,Grant
799900,Single Family - English,4,4.0,4083,2006,Multnomah,97219,Wilson
799900,Single Family - Bungalow,4,2.0,2137,1936,Multnomah,97202,Cleveland
799900,Single Family - Craftsman,4,3.0,3233,2019,Washington,97223,Southridge
799900,Single Family - Contemporary,6,5.0,3059,2019,Multnomah,97203,Roosevelt
799999,Single Family - Traditional,4,4.0,3500,2016,Washington,97229,Westview
799999,Single Family - Contemporary,5,4.0,4310,1973,Washington,97224,Tualatin
800000,Single Family - Traditional,5,3.0,4447,1996,Multnomah,97219,Wilson
804950,Single Family - Traditional,3,3.0,3850,1992,Multnomah,97236,David Douglas
805000,Single Family - Traditional,5,3.0,3050,1990,Washington,97229,Sunset
806995,Single Family - Contemporary,3,4.0,2866,2020,Washington,97229,Sunset
809950,Single Family - Traditional,5,3.0,3145,2020,Washington,97229,Westview
809950,Single Family - 2 Story,5,3.0,3025,2020,Washington,97229,Sunset
809950,Single Family - Farmhouse,5,3.0,3145,2020,Washington,97229,Sunset
811995,Single Family - Colonial,5,3.0,2998,2019,Washington,97229,Sunset
815000,Single Family - Contemporary,4,4.0,2402,2016,Multnomah,97202,Cleveland
818950,Single Family - 2 Story,5,3.0,3462,2018,Washington,97229,Sunset
819000,Single Family - Traditional,5,4.0,4037,2001,Multnomah,97219,Wilson
819000,Single Family - NW Contemporary,4,2.0,3259,1976,Multnomah,97221,Lincoln
819900,Single Family - Ranch,3,4.0,3080,1998,Multnomah,97229,Lincoln
819950,Single Family - Traditional,5,3.0,3305,2020,Washington,97229,Westview
819950,Single Family - Craftsman,5,4.0,3305,2020,Washington,97229,Sunset
819950,Single Family - Farmhouse,5,3.0,3069,2020,Washington,97229,Sunset
820000,Single Family - Contemporary,3,3.0,2662,1992,Multnomah,97231,Lincoln
820000,Single Family - Craftsman,3,4.0,2388,2006,Multnomah,97219,Wilson
824900,Condo - Contemporary,5,4.0,2645,2019,Multnomah,97211,Jefferson
825000,Condo - NW Contemporary,3,4.0,3248,1981,Multnomah,97201,Lincoln
825000,Single Family - Traditional,3,3.0,3339,1950,Multnomah,97229,Lincoln
825000,Single Family - Daylight Ranch,5,3.0,3624,1969,Washington,97225,Beaverton
825000,Single Family - English,3,3.0,2618,1936,Washington,97225,Lincoln
828995,Single Family - Craftsman,5,4.0,3239,2020,Washington,97229,Sunset
829000,Single Family - Traditional,5,4.0,4568,1996,Washington,97229,Sunset
829950,Single Family - English,5,3.0,3096,2019,Washington,97229,Sunset
831800,Single Family - Traditional,5,5.0,5664,2002,Multnomah,97229,Lincoln
835000,Single Family - NW Contemporary,4,4.0,3186,1978,Multnomah,97229,Lincoln
836000,Condo - Contemporary,2,3.0,1493,2018,Multnomah,97209,Lincoln
838900,Condo - FourSquare,3,2.0,1975,1884,Multnomah,97209,Lincoln
838950,Single Family - Farmhouse,5,3.0,3121,2019,Washington,97229,Sunset
839000,Single Family - 2 Story,5,3.0,2942,2020,Multnomah,97215,Franklin
839000,Single Family - Traditional,4,2.0,2736,1909,Multnomah,97215,Franklin
840000,Single Family - 2 Story,4,3.0,3066,2020,Washington,97223,Southridge
841000,Condo - Contemporary,2,3.0,1497,2018,Multnomah,97209,Lincoln
842000,Single Family - Craftsman,4,3.0,3236,2015,Washington,97229,Sunset
847500,Condo - Contemporary,2,2.0,1230,2016,Multnomah,97209,Lincoln
847500,Condo - Contemporary,2,2.0,1122,2016,Multnomah,97209,Lincoln
849000,Condo - Contemporary,1,2.0,1451,2001,Multnomah,97209,Lincoln
849000,Condo - Contemporary,2,2.0,1596,1910,Multnomah,97209,Lincoln
849000,Single Family - Farmhouse,3,1.0,3284,1911,Multnomah,97214,Cleveland
849000,Single Family - Bungalow,5,3.0,3600,1912,Multnomah,97215,Franklin
849500,Condo - Contemporary,2,3.0,1479,2018,Multnomah,97209,Lincoln
849900,Condo - Contemporary,4,4.0,3124,2020,Multnomah,97217,Jefferson
849900,Condo - Contemporary,4,4.0,3124,2020,Multnomah,97217,Jefferson
849900,Single Family - 2 Story,4,3.0,3039,2020,Washington,97229,Sunset
849900,Single Family - Bungalow,4,3.0,3550,1922,Multnomah,97212,Grant
849900,Single Family - Contemporary,5,3.0,2604,2020,Multnomah,97211,Jefferson
849900,Single Family - Craftsman,6,3.0,4473,1925,Multnomah,97211,Grant
849900,Single Family - Craftsman,4,3.0,3088,2000,Washington,97229,Sunset
849900,Single Family - Traditional,4,3.0,3422,1926,Multnomah,97205,Lincoln
849950,Single Family - 2 Story,5,4.0,3256,2020,Washington,97229,Sunset
850000,Condo - Contemporary,2,3.0,1493,2018,Multnomah,97209,Lincoln
850000,Condo - Common Wall,2,2.0,1186,1998,Multnomah,97209,Lincoln
850000,Condo - Contemporary,2,2.0,1639,1976,Multnomah,97239,Wilson
850000,Condo - Contemporary,2,3.0,2491,2006,Multnomah,97201,Lincoln
850000,Floating Home - Contemporary,3,3.0,2696,2008,Multnomah,97230,Reynolds
850000,Single Family - Contemporary,4,4.0,3553,2000,Multnomah,97229,Lincoln
850000,Single Family - FourSquare,5,4.0,3416,1907,Multnomah,97211,Jefferson
850000,Single Family - Mid-Century Modern,5,4.0,4110,1958,Multnomah,97231,Lincoln
850000,Single Family - Contemporary,4,3.0,3816,2000,Multnomah,97219,Wilson
850000,Single Family - Contemporary,3,4.0,2909,1979,Multnomah,97205,Lincoln
850000,Single Family - Capecod,4,3.0,3287,1937,Washington,97225,Beaverton
850000,Single Family - English,5,3.0,3515,2008,Washington,97229,Westview
850000,Single Family - Bungalow,5,3.0,3814,1922,Multnomah,97211,Grant
859000,Single Family - FourSquare,4,3.0,2900,1912,Multnomah,97202,Cleveland
865000,Single Family - Detached Condo,4,3.0,2963,2020,Multnomah,97215,Franklin
868000,Single Family - Traditional,5,3.0,3427,1994,Washington,97229,Sunset
869000,Condo - Contemporary,2,3.0,1944,2007,Multnomah,97209,Lincoln
869900,Single Family - Traditional,4,3.0,3913,2015,Washington,97229,Westview
869900,Single Family - NW Contemporary,5,3.0,3033,2020,Multnomah,97206,Cleveland
869950,Single Family - Traditional,5,5.0,3424,2020,Washington,97229,Westview
870000,Single Family - Custom Style,3,3.0,3431,1979,Multnomah,97220,Madison
870000,Single Family - Contemporary,4,4.0,3826,1959,Washington,97225,Beaverton
873000,Condo - Contemporary,1,2.0,1134,2016,Multnomah,97209,Lincoln
875000,Condo - Traditional,3,4.0,2020,2003,Multnomah,97209,Lincoln
875000,Single Family - Traditional,5,4.0,4374,2003,Multnomah,97229,Lincoln
875000,Single Family - English,5,4.0,3745,1995,Multnomah,97219,Wilson
875000,Single Family - Contemporary,4,4.0,3898,1989,Washington,97229,Sunset
875000,Single Family - Craftsman,5,3.0,4354,1917,Multnomah,97214,Grant
875000,Single Family - Daylight Ranch,4,3.0,5224,1989,Washington,97223,Southridge
879000,Single Family - Traditional,5,4.0,3801,2010,Washington,97225,Beaverton
885000,Single Family - Craftsman,3,3.0,3071,2013,Multnomah,97202,Cleveland
885000,Single Family - Detached Condo,4,3.0,2963,2020,Multnomah,97215,Franklin
889900,Single Family - Contemporary,4,3.0,2766,2018,Multnomah,97202,Franklin
889950,Single Family - Contemporary,4,4.0,2800,2020,Multnomah,97202,Cleveland
890000,Condo - Contemporary,2,2.0,1500,2006,Multnomah,97205,Lincoln
890000,Single Family - FourSquare,5,4.0,3766,1908,Multnomah,97212,Grant
890000,Single Family - Traditional,3,2.0,2924,1954,Multnomah,97201,Lincoln
895000,Condo - Contemporary,2,3.0,2612,1980,Multnomah,97202,Cleveland
895000,Single Family - Craftsman,4,2.0,3802,1913,Multnomah,97232,Grant
895000,Single Family - Craftsman,4,2.0,2902,1917,Multnomah,97219,Wilson
895000,Single Family - FourSquare,3,3.0,2347,1910,Multnomah,97211,Madison
895500,Condo - Contemporary,2,3.0,1488,2018,Multnomah,97209,Lincoln
895725,Single Family - FourSquare,5,5.0,4872,1910,Multnomah,97211,Grant
899000,Condo - Row House,3,4.0,2098,2002,Multnomah,97210,Lincoln
899000,Single Family - Traditional,4,3.0,4526,1987,Washington,97225,Sunset
899000,Single Family - Country French,3,4.0,3624,2002,Multnomah,97231,Lincoln
899000,Single Family - Ranch,4,3.0,2719,1948,Washington,97225,Beaverton
899500,Single Family - Daylight Ranch,3,3.0,3475,1955,Washington,97225,Beaverton
899900,Single Family - Colonial,3,4.0,2924,1922,Multnomah,97212,Grant
899900,Single Family - NW Contemporary,4,3.0,3886,2013,Washington,97229,Sunset
899900,Single Family - FourSquare,3,3.0,3127,1908,Multnomah,97215,Franklin
899950,Condo - Contemporary,2,2.0,1428,2009,Multnomah,97217,Grant
899950,Single Family - Traditional,7,5.0,4224,2013,Washington,97229,Sunset
909000,Condo - Contemporary,2,3.0,1488,2018,Multnomah,97209,Lincoln
915000,Single Family - Traditional,5,4.0,3564,1964,Multnomah,97221,Wilson
916888,Condo - Contemporary,2,3.0,1968,2007,Multnomah,97209,Lincoln
919950,Single Family - Farmhouse,5,5.0,3699,2020,Washington,97229,Westview
920500,Condo - Contemporary,2,3.0,1460,2018,Multnomah,97209,Lincoln
924500,Single Family - Tudor,3,3.0,3527,1932,Multnomah,97202,Cleveland
